"apcp_sf1_1","apcp_sf2_1","apcp_sf3_1","apcp_sf4_1","apcp_sf5_1","dlwrf_s1_1","dlwrf_s2_1","dlwrf_s3_1","dlwrf_s4_1","dlwrf_s5_1","dswrf_s1_1","dswrf_s2_1","dswrf_s3_1","dswrf_s4_1","dswrf_s5_1","pres_ms1_1","pres_ms2_1","pres_ms3_1","pres_ms4_1","pres_ms5_1","pwat_ea1_1","pwat_ea2_1","pwat_ea3_1","pwat_ea4_1","pwat_ea5_1","spfh_2m1_1","spfh_2m2_1","spfh_2m3_1","spfh_2m4_1","spfh_2m5_1","tcdc_ea1_1","tcdc_ea2_1","tcdc_ea3_1","tcdc_ea4_1","tcdc_ea5_1","tcolc_e1_1","tcolc_e2_1","tcolc_e3_1","tcolc_e4_1","tcolc_e5_1","tmax_2m1_1","tmax_2m2_1","tmax_2m3_1","tmax_2m4_1","tmax_2m5_1","tmin_2m1_1","tmin_2m2_1","tmin_2m3_1","tmin_2m4_1","tmin_2m5_1","tmp_2m_1_1","tmp_2m_2_1","tmp_2m_3_1","tmp_2m_4_1","tmp_2m_5_1","tmp_sfc1_1","tmp_sfc2_1","tmp_sfc3_1","tmp_sfc4_1","tmp_sfc5_1","ulwrf_s1_1","ulwrf_s2_1","ulwrf_s3_1","ulwrf_s4_1","ulwrf_s5_1","ulwrf_t1_1","ulwrf_t2_1","ulwrf_t3_1","ulwrf_t4_1","ulwrf_t5_1","uswrf_s1_1","uswrf_s2_1","uswrf_s3_1","uswrf_s4_1","uswrf_s5_1","salida"
"red","low","low",0,NA,"high",364.851154674183,"high","high",384.296456076882,1,314.545454545455,NA,938.181818181818,"green","medium","medium","medium","medium",101709.677556818,38.6593565507369,35.8870466405695,"blue",32.7867091785778,33.2434629960494,0.0123781816695224,0.0133063636550849,NA,0.0142218354581432,"medium",0.0172727270559831,"low","low",0,0.000909090888771144,"low",0.00740909107182895,"low","low","low","high",294.861416903409,"high",301.207641601562,"high","high","high","high",299.713492653587,"high","high",0,"high","high","high",291.049294211648,296.08320201527,301.393873734908,"high",299.548692183061,0,"green","high","high","high",183.635767156428,"high",272.434162486683,"high","high",NA,"high",111.181818181818,"medium","medium",25017300
"red","low","low",1.74727274071087,NA,"high",393.306030273438,"high","high",416.665799227628,NA,147.272727272727,NA,800.909090909091,"green","medium","medium","medium","medium",101817.949573864,40.554783561013,39.9007613442161,"blue",39.8839947093617,NA,0.0134472727606242,0.0148463292386044,NA,NA,"high",0.668181810866703,"low","low",0.329090909355066,0.656363652341745,"medium",0.293272730979052,"low","low","medium","high",296.102100719105,"high",303.424166592685,"high","high","high","high",301.584966486151,"high","high",0,"high","high","high",293.259982022372,296.501631303267,NA,"high",301.403020685369,0,"green","high","high","high",157.408502752131,"low",162.203653508967,"medium","low",0,"low",70.5454545454545,"low","low",13140300
"red","low","low",0.256363635374741,NA,"high",376.814813787287,"high","high",404.562183726918,NA,294.545454545455,NA,847.272727272727,"green","medium","medium","medium","medium",101666.246448864,41.1000002080744,39.5000001733953,"blue",NA,35.7363634976474,0.0139155065302144,0.0152761937034401,NA,NA,"medium",0.0399999997832558,"low","low",0.0927272726866332,0.0445454545657743,"low",0.0421000000258738,"low","low","low","high",297.368888161399,"high",302.707497336648,"high","high","high","high",301.459555886009,"high","high",0,"high","high","high",292.703075062145,298.645468971946,303.03716208718,"high",301.813404430043,0,"green","high","high","high",214.476165771484,"high",253.022369384766,"medium","medium",NA,"high",104.545454545455,"low","medium",18092700
"red","low","low",0.000909090888771144,NA,"high",381.101132479581,"high","high",404.248052423651,1,281.818181818182,NA,938.181818181818,"green","medium","medium","medium","medium",101373.060369318,34.1842802221125,33.1182020360773,"blue",33.8272724151611,31.9638914628462,0.0148685704916716,0.0161881819367409,NA,0.016344545239752,"high",0.0181818177754229,"low","low",0.00363636355508458,0.00181818177754229,"low",0.013736363778166,"low","low","low","high",297.636288729581,"high",303.783069957386,"high","high","high","high",302.325106534091,"high","high",0,"high","high","high",293.221069335938,NA,303.969105113636,"high",301.859252929688,0,"green","high","high","high",292.902804287997,"high",301.391529430043,"high","high",NA,"high",105.818181818182,"medium","medium",22159200
"red","low","low",0,NA,"high",368.858797940341,"high","high",415.451180197976,0.909090909090909,306.363636363636,NA,937.272727272727,"green","medium","medium","medium","medium",101132.475142045,26.9999996532093,29.8370954340154,"blue",37.6999997225675,NA,0.0141409091143446,0.0161272727630355,NA,0.01770909096707,"high",0.00909090888771144,"low","low",0.00181818177754229,0.00545454533262686,"low",NA,"low","low","low","high",297.95522516424,"high",304.944693825462,"high","high","high","high",302.979300759055,"high","high",0,"high","high","high",292.289611816406,299.377818714489,304.73252175071,"high",303.554160378196,0,"green","high","high","high",297.529771284624,"high",297.846002752131,"high","high",0,"high",111.545454545455,"medium","medium",17760300
"red","low","low",0.114545455033129,NA,"high",398.978293678977,"high","high",433.783821799538,NA,210,NA,496.363636363636,NA,"medium","medium","medium","medium",101149.497869318,45.8999994451349,47.4527497725053,"green",49.6524977250533,48.5559557134455,0.0163390908220952,0.0167908235029741,NA,0.0189392561600967,"high",0.307272727516564,"low","low",0.0990909099240195,0.030909090726213,"low",0.194399999285286,"low","low","low","high",298.636871337891,"high",303.874877929688,"high","high","high","high",301.661390824751,"high","high",0,"high","high","high",295.538166392933,299.635065252131,302.693584095348,"high",303.693170720881,0,"green","high","high","high",243.071105957031,"medium",229.942424427379,"medium","medium",0,"medium",68.5454545454545,"low","low",23669100
"red","low","low",0.240909094160253,NA,"high",382.977472478693,"high","high",428.18510575728,0.545454545454545,320,NA,910,"green","medium","medium","medium","medium",101513.006392045,37.892933585427,37.9942238547585,"green",43.2272723804821,41.9454550309615,0.0146618181500923,0.0166658278216015,NA,0.0163819556209174,"high",0,"low","low",0.0390909094024788,0.0218181813305075,"low",0.00155454547943505,"low","low","low","high",300.871088201349,"high",306.778816916726,"high","high","high","high",305.577939120206,"high","high",0,"high","high","high",294.53144975142,301.905989213423,307.045490611683,"high",303.533316872337,0,"green","high","high","high",284.056568492543,"high",284.838259610263,"high","medium",NA,"high",NA,"medium","medium",21604500
"red","low","low",2.32545451684432,NA,"high",381.651422674006,"high","high",416.951069224964,0,310,NA,927.272727272727,NA,"medium","medium","medium","medium",101580.75,43.8090907010165,43.0545453158292,"green",44.9909092296254,44.5545453158292,0.0148932517252185,0.0167927572673017,NA,0.0172099999406121,"high",0,"low","low",0.00363636355508458,0.00181818177754229,"low",0.00112727276295614,"low","low","low","high",298.781502463601,"high",304.39384321733,"high","high","high","high",302.995136607777,"high","high",0,"high","high","high",293.867170854048,300.174954501065,305.070245916193,"high",302.703405206854,0,"green","high","high","high",268.906230579723,"high",284.283963290128,"high","high",0,"high",110.909090909091,"medium","medium",21705300
"red","low","low",0.00181818177754229,NA,"high",388.933127663352,"high","high",422.971574263139,0.818181818181818,307.272727272727,NA,930,"green","medium","medium","medium","medium",101582.997869318,43.0685372786088,42.3407454057173,"green",40.9819901206277,38.9213059165261,0.0166200001470067,0.0177609092471274,NA,0.0159596418115226,"high",0.00909090888771144,"low","low",0.00363636355508458,0.00727272711016915,"low",0.0128636362073435,"low","low","low","high",299.934878262607,"high",307.116174871271,"high","high","high","high",305.24311135032,"high","high",0,"high","high","high",295.221638072621,301.017192493786,306.696286288175,"high",303.910661177202,0,"green","high","high","high",240.53769198331,"high",271.779650601474,"high","high",0,"high",109.818181818182,"medium","medium",24933300
"red","low","low",0,0,"high",376.024799693714,"high","high",415.138067072088,0.818181818181818,320,NA,940,NA,"medium","medium","medium","medium",101611.818892045,32.5429208928889,31.9941876151345,"blue",34.6536459489302,33.7413843328303,0.0143798099492084,0.0150763651525432,NA,NA,"high",0,"low","low",0.000909090888771144,0,"low",0.00177272729342803,"low","low","low","high",301.055833296342,"high",308.06381780451,"high","high","high","high",306.244515158913,"high","high",0,"high","high","high",295.801571932706,301.876234574751,307.825478293679,"high",304.115656072443,0,"green","high","high","high",285.952559037642,"high",288.887320778587,"high","high",0,"high",113.818181818182,"medium","medium",26711400
"red","low","low",0,NA,"high",382.01787220348,"high","high",415.456670587713,0,310,NA,940,"green","medium","medium","medium","medium",101347.671875,34.6029607599432,33.6849115545099,"blue",32.4454545107755,30.8363635323264,0.0126489244232124,0.0150907427411188,NA,0.014485067603263,"high",0.00272727266631343,"low","low",0,0.000909090888771144,"low",0.0011727273019708,"low","low","low","high",301.786751487038,"high",307.975225275213,"high","high","high","high",NA,"high","high",0,"high","high","high",296.166268088601,302.606475830078,308.128481778232,"high",304.21366743608,0,"green","high","high","high",251.543086658825,"high",284.089186234908,"high","high",0,"high",112.727272727273,"medium","medium",28102500
"red","low","low",0,NA,"high",367.003870183771,"high","high",404.348446932706,0.545454545454545,320,NA,943.636363636364,NA,"medium","medium","medium","medium",101072.928267045,28.179444919933,28.2129788832231,"blue",30.419697154652,31.4118702628396,0.0122972726821899,0.0139114296233112,NA,0.0129791975698688,"medium",0,"low","low",0,0,"low",NA,"low","low","low","high",300.749747536399,"high",307.686326460405,"high","high","high","high",306.07973688299,"high","high",0,"high","high","high",296.474842418324,301.332744251598,NA,"high",303.539228959517,0,NA,"high","high","high",280.183929443359,"high",290.157087846236,"high","high",0,"high",115,"medium","medium",28392300
"red","low","low",0,NA,"high",369.806565718217,"high","high",409.522563587536,1,310.909090909091,NA,939.090909090909,"green","medium","medium","medium","medium",101257.200994318,31.5060168179599,31.5611026070335,"blue",33.7000000693581,34.3363640525124,0.0128864596005191,0.0146477677097375,NA,0.0149171686815945,"high",0,"low","low",0.00272727266631343,0.00454545444385572,"low",NA,"low","low","low","high",300.399028431286,"high",307.156865900213,"high","high","high","high",305.302173961293,"high","high",0,"high","high","high",296.329503839666,301.153092817827,306.778927889737,"high",303.900504372337,NA,"green","high","high","high",287.697792746804,"high",290.03544477983,"high","high",0,"high",113.363636363636,"medium","medium",28069800
"red","low","low",0.0299999996681105,NA,"high",390.612909490412,"high","high",415.467093727805,1,222.727272727273,NA,690,"green","medium","medium","medium","medium",101411.705255682,39.9385892694647,44.1730891141025,"green",46.5180823586204,41.1798612421209,0.0130990907888521,0.0145870944993062,NA,0.0156214808706533,"high",0.0363636357201771,"low","low",0.0109090906652537,0.000909090888771144,"low",0.429327267137441,"low","low","low","high",299.430220170455,"high",303.66528597745,"high","high","high","high",300.590798117898,"high","high",NA,"high","high","high",295.050306840376,300.054290771484,301.818523060192,"high",302.650254683061,0,"green","high","high","high",278.712219238281,"medium",229.146638350053,"medium","high",0,"medium",60.4545454545455,"low","medium",12928800
"red","low","low",0,NA,"high",366.511011297053,"high","high",407.760897549716,1,310,NA,940.909090909091,"green","medium","medium","medium","medium",101135.619318182,26.2728998010809,26.8792452378706,"blue",28.4636365717108,NA,0.01278636359017,0.0160581820051778,NA,0.0120939967984503,"medium",0.00181818177754229,"low","low",0,0.00363636355508458,"low",0.00163636362545235,"low","low","low","high",300.731633966619,"high",308.236092307351,"high","high","high","high",306.292935458097,"high","high",0,"high","high","high",293.253542813388,NA,308.135309392756,"high",304.719321511009,0,"green","high","high","high",292.541337446733,"high",301.281768798828,"high","high",0,"high",113.636363636364,"medium","medium",28115700
"red","low","low",0,NA,"high",390.903506192294,"high","high",431.478978937322,0.909090909090909,232.727272727273,NA,928.181818181818,"green","medium","medium","medium","medium",101183.786931818,32.8636363636364,34.6909092989835,"blue",37.4454543373801,37.8363633589311,0.0124409091235562,0.0153272727673704,NA,NA,"high",0.00454545444385572,"low","low",0,0.00181818177754229,"low",NA,"low","low","low","high",300.960726651278,"high",309.690460205078,"high","high","high","high",306.886929598722,"high","high",0,"high","high","high",295.409443248402,NA,308.141715309837,"high",306.523287686435,0,"green","high","high","high",294.732269287109,"high",285.555888782848,"high","high",0,"medium",84.5454545454545,"medium","medium",27157500
"red","low","low",0,NA,"high",373.379472212358,"high","high",420.453746448864,1,310,NA,910,"green","medium","medium","medium","medium",101155.774147727,30.4406788565896,31.4683456420898,NA,36.2199485085227,35.3065060702237,0.00930181822993539,0.0124263393438675,NA,0.0126574640585618,"medium",0,"low","low",0.0436363628303463,0.0618181809444319,"low",0.00182727268838789,"low","low","low","high",301.478379683061,"high",309.204942183061,"high","high","high","high",307.471613103693,"high","high",0,"high","high","high",296.061001864347,302.101199063388,308.749972256747,"high",304.964766068892,0,NA,"high","high","high",289.228659889915,"high",288.137065540661,"medium","medium",0,"high",112.181818181818,"medium","medium",23069400
"red","low","low",0,NA,"high",388.410788796165,"high","high",421.953538374467,NA,230,NA,851.818181818182,NA,"medium","medium","medium","medium",100856.740056818,38.127272865989,35.5545449690385,"blue",39.5068168640137,40.3802143443714,0.0124827272851359,0.0136318181387403,NA,NA,"high",0.0627272726798599,"low","low",0.0818181791427461,0.0227272728966041,"low",0.0660818180238659,"low","low","low","high",300.165005770597,"high",308.471557617188,"high","high","high","high",305.022630171342,"high","high",0,"high","high","high",295.329562100497,300.527199485085,NA,"high",307.009490966797,0,"green","high","high","high",192.585772427646,"high",253.378938154741,"high","high",0,"medium",76.0909090909091,"low","medium",15339300
"red","low","low",0.0836363615976139,0.967272728681564,"high",383.938554243608,"high","high",420.930394952947,0,279.090909090909,NA,920,"green","medium","medium","medium","medium",101146.274147727,41.3272729353471,42.4272724498402,NA,42.3749684420499,NA,0.0141209091313861,0.016225454820828,NA,0.0153090908954089,"high",0.0281818177212368,"low","low",0.000909090888771144,0.00272727266631343,"low",0.0226363638013771,"low","low","low","high",299.970139936967,"high",306.912359064276,"high","high","high","high",305.003684303977,"high","high",0,"high","high","high",293.460704456676,301.344102339311,307.116099964489,"high",303.031208385121,NA,"green","high","high","high",275.642666903409,"high",268.115553422408,"high","high",0,"high",104.181818181818,"medium","medium",22450800
"red","low","low",0,NA,"medium",311.326496471058,"medium","medium",348.168626265092,0,319.090909090909,NA,965.454545454545,"green","medium","medium","medium","medium",101453.003551136,13.5272727446123,14.00909094377,"red",NA,NA,0.00702272723852233,0.00923636360940608,NA,0.00831909096715125,"medium",0,"low","low",0,0,"low",0.0012363636408488,"low","low","low","high",295.602783203125,"high",301.700408935547,"high","high","high","high",300.586292613636,"high","high",0,"high","high","high",287.708332408558,296.660070245916,302.200966574929,"high",298.953987815163,0,"green","high","high","high",285.533519398082,"high",294.455818869851,"high","high",0,"high",118.818181818182,"medium","medium",26295300
"red","low","low",0,0,"medium",319.917400013317,"medium","medium",357.650052157315,0,310,NA,959.090909090909,"green","medium","medium","medium","medium",101479.338068182,15.8586235913363,16.5930444544012,"red",19.2169442610307,NA,0.00670909085734324,0.00892454555088824,NA,0.00898090902377259,"medium",0,"low","low",0,0.00363636355508458,"low",NA,"low","low","low","high",296.778836337003,"high",302.344585071911,"high","high","high","high",301.414206764915,"high","high",0,"high","high","high",286.122766668146,297.817460493608,303.396442760121,"high",299.479825106534,0,"green","high","high","high",281.715981223366,"high",290.539850408381,"high","high",0,"high",117,"medium","medium",28470900
"red","low","low",0,NA,"high",371.939780495384,"high","high",378.533078280362,0,152.727272727273,NA,854.545454545455,"green","medium","medium","medium","medium",101465.139914773,25.8524398803711,27.1000000346791,NA,27.1909089521928,26.7090908397328,0.00872272718697786,0.0109327272935347,NA,0.0115345454859463,"medium",0.0754545449533246,"low","low",0.00727272711016915,0.0345454541119662,"low",0.0971363627097823,"low","low","low","high",294.724853515625,"high",302.263161399148,"high","high","high","high",NA,"high","high",0,"high","high","high",290.657340309837,295.276910955256,299.199437921697,"high",300.095983331854,0,"green","high","high","high",276.635470303622,"high",256.868580211293,"high","high",0,"medium",50.2727272727273,"low","medium",25075500
"red","low","low",0,NA,"high",352.564192338423,"high","high",395.952212246982,NA,290,NA,921.818181818182,NA,"medium","medium","medium","medium",101440.262073864,32.9102543917569,32.3307316519997,"blue",34.9610994512385,34.2647292397239,0.0108072726394642,0.0124309090897441,NA,0.0125309090892022,"medium",0.00363636355508458,"low","low",0.000909090888771144,0.00181818177754229,"low",0.00219090909906134,"low","low","low","high",297.008286909624,"high",304.272005948153,"high","high","high","high",302.980571400036,"high","high",0,"high","high","high",289.976554177024,NA,NA,"high",301.077278830788,0,"green","high","high","high",213.350056041371,"high",274.713869961825,"high","high",NA,"high",109.272727272727,"medium","medium",20452500
"red","low","low",0,NA,"high",349.642347856001,"high","high",390.253212668679,0,280,NA,930,"green","medium","medium","medium","medium",101424.764914773,29.3841209411621,30.2181819568981,"blue",31.4664854569869,30.0019995949485,0.00976545448330316,0.0117445453493433,NA,0.0129290909760378,"medium",0.00818181799894029,"low","low",0.000909090888771144,0,"low",0.00586363651779142,"low","low","low","high",296.418082497337,"high",303.651114723899,"high","high","high","high",301.861319802024,"high","high",0,"high","high","high",290.2626953125,297.735470858487,304.000460537997,"high",301.154144287109,0,"green","high","high","high",272.797590775923,"high",278.191869562322,"high","high",0,"high",NA,"medium","medium",23461800
"red","low","low",0,NA,"high",361.782778653232,"high","high",397.61875221946,0,290,NA,930,"green","medium","medium","medium","medium",101402.182528409,31.5019999417392,31.0964202880859,"blue",31.1728994196112,31.2818183898926,0.0114481819116256,0.0132863637567921,NA,0.0129327272826975,"medium",0.00999999977648258,"low","low",0,0.000909090888771144,"low",NA,"low","low","low","high",298.48935768821,"high",304.723765980114,"high","high","high","high",303.241416237571,"high","high",NA,"high","high","high",292.114185680043,299.777152321555,305.490983442827,"high",302.112568248402,0,NA,"high","high","high",273.616715864702,"high",279.109696821733,"high","high",0,"high",109,"medium","medium",25539900
"red","low","low",0,NA,"high",361.16084428267,"high","high",402.037131569602,NA,289.090909090909,NA,917.272727272727,"green","medium","medium","medium","medium",101329.827414773,34.4211158752441,35.0524389093572,"blue",36.9727273420854,NA,0.0110099999742074,0.013519999994473,NA,0.0128765391524542,"medium",0.00727272711016915,"low","low",0.0209090904417363,0.0772727280855179,"low",0.00160909090482164,"low","low","low","high",298.371088201349,"high",304.582938454368,"high","high","high","high",303.407737038352,"high","high",0,"high","high","high",292.102403120561,299.773296009411,NA,"high",302.28070900657,0,NA,"high","high","high",274.404122092507,"high",277.833199240945,"high","medium",0,"high",NA,"medium","medium",26646300
"red","low","low",0,NA,"high",367.006677800959,"high","high",401.785683371804,0,280,NA,908.181818181818,"green","medium","medium","medium","medium",101326.207386364,33.2775157581676,33.0861102017489,"blue",NA,31.7883299047297,0.010829999873584,0.0133281819183718,NA,0.0128858513622121,"medium",0.0245454541661523,"low","low",0.0199999995529652,0.00727272711016915,"low",NA,"low","low","low","high",299.283069957386,"high",304.738758433949,"high","high","high","high",303.733162619851,"high","high",0,"high","high","high",293.014986905185,300.486264315518,NA,"high",302.464599609375,NA,"green","high","high","high",215.749353582209,"high",270.496989857067,"high","high",0,"high",NA,"medium","medium",26801700
"red","low","low",0,NA,"high",412.000002774325,"high","high",428.221893310547,0,93.6363636363636,NA,905.454545454545,"green","medium","medium","medium","medium",101335.2734375,42.0199473987926,43.0452135259455,"green",42.7118207758123,42.1758839000355,0.0124636365270073,0.0143163636834784,NA,0.014110909097574,"high",0.0872727276926691,"low","low",0.000909090888771144,0.114545455879786,"low",NA,"low","low","low","high",298.410491943359,"high",308.26068947532,"high","high","high","high",305.434659090909,"high","high",0,"high","high","high",294.925617564808,298.779335715554,NA,"high",305.872824928977,0,"green","high","high","high",264.506258877841,"high",261.671691894531,"high","high",NA,"low",69.1818181818182,"medium","medium",18239100
"red","low","low",0,NA,"high",359.796203613281,"high","high",381.499103892933,NA,282.636363636364,NA,931.818181818182,"green","medium","medium","medium","medium",101684.043323864,30.4148432991721,26.7909088134766,"blue",23.372727134011,23.1999998959628,0.0130754544992339,0.0134963636201891,NA,0.012992727231573,"medium",0.00363636355508458,"low","low",0,0,"low",NA,"low","low","low","high",296.940393621271,"high",302.820820201527,"high","high","high","high",301.592357288707,"high","high",0,"high","high","high",292.30678766424,NA,303.531882546165,"high",300.224609375,0,"green","high","high","high",289.126811634411,"high",294.632951216264,"high","high",0,"high",109,"medium","medium",13800900
"red","low","low",0,NA,"high",360.054484974254,"high","high",399.740780917081,NA,280.909090909091,NA,920,"green","medium","medium","medium","medium",101192.886363636,25.7818178697066,28.2909091602672,"blue",29.4181816794656,28.4272724498402,0.0107127273116599,0.0150354545224797,NA,NA,"medium",0,"low","low",0,0.000909090888771144,"low",0.00304545455781574,"low","low","low","high",298.583099365234,"high",304.712590997869,"high","high","high","high",303.444568980824,"high","high",NA,"high","high","high",291.362629283558,299.819355357777,305.266817959872,"high",301.861497358842,0,"green","high","high","high",278.954731334339,"high",286.336337002841,"high","high",0,"high",107.545454545455,"medium","medium",13555200
"red","low","low",0,NA,"high",383.377233331854,"high","high",427.861971768466,NA,280,NA,910,NA,"medium","medium","medium","medium",101041.298295455,37.2545450383967,38.8000002774325,"blue",39.2403314763849,40.3176709955389,0.0145199999890544,0.015569090758535,NA,0.0157981819727204,"high",0.00636363622139801,"low","low",0.00727272711016915,0.00363636355508458,"low",0.000318181816096926,"low","low","low","high",300.628212668679,"high",308.065745960582,"high","high","high","high",306.070401278409,"high","high",0,"high","high","high",295.888072620739,NA,307.83696122603,"high",304.876545299183,0,"green","high","high","high",290.388366699219,"high",289.115092884411,"high","high",0,"high",105,"medium","medium",6461100
"red","low","low",0.00454545444385572,NA,"high",368.014540238814,"high","high",415.488813920455,0,280,NA,909.090909090909,"green","medium","medium","medium","medium",101521.269176136,33.3721386302601,34.8862700028853,"blue",36.1816045587713,34.7252037741921,0.0126554545184428,0.0147845454683358,NA,0.0163600001145493,"high",0,"low","low",0,0,"low",NA,"low","low","low","high",298.315815318714,"high",305.600910533558,"high","high","high","high",303.82514260032,"high","high",0,"high","high","high",291.803347500888,300.094931862571,305.991091641513,"high",302.764198996804,0,"green","high","high","high",282.558441162109,"high",286.038912686435,"high","high",0,"high",105.363636363636,"medium","medium",24826500
"red","low","low",0,NA,"high",359.917702414773,"high","high",397.822770552202,0,280,NA,918.181818181818,"green","medium","medium","medium","medium",101764.375710227,27.0544109344482,27.6073624004017,"blue",29.1026434464888,28.487285267223,0.0123372726481069,0.0141018182039261,NA,0.0136336362497373,"medium",0,"low","low",0.000909090888771144,0,"low",0.000372727274556052,"low","low","low","high",298.851734508168,"high",304.979877818714,"high","high","high","high",303.541018399325,"high","high",0,"high","high","high",291.23574551669,300.376245672053,NA,"high",302.682916814631,0,"green","high","high","high",287.861680464311,"high",291.729783491655,"high","high",0,"high",107.363636363636,"medium","medium",25818000
"red","low","low",0,0,"high",370.048747669567,"high","high",402.70556640625,0,270.363636363636,NA,910,"green","medium","medium","medium","medium",101726.157670455,30.4029088453813,31.1000000346791,"blue",NA,29.4156143882058,0.0117818183180961,0.0142563636499372,NA,0.0137763637202707,"medium",0.00181818177754229,"low","low",0,0,"low",NA,"low","low","low","high",299.746756813743,"high",305.392464377663,"high","high","high","high",304.215046275746,"high","high",0,"high","high","high",293.130687366832,300.960926402699,306.182767001065,"high",302.248807040128,0,"green","high","high","high",248.30607882413,"high",288.135925292969,"high","high",0,"high",105.727272727273,"medium","medium",24459600
"red","low","low",0,NA,"high",378.878725918857,"high","high",421.758076060902,NA,270,NA,797.272727272727,"green","medium","medium","medium","medium",101656.813210227,36.005204634233,36.6000005548651,"blue",38.4454543373801,35.8367018266158,0.0125309090045365,0.0144472727552056,NA,0.0141500000079924,"medium",0.00909090888771144,"low","low",0.0490909081629731,0,"low",0.00206363636045188,"low","low","low","high",300.125180331143,"high",305.968433726918,"high","high","high","high",304.870180996982,"high","high",0,"high","high","high",293.946283513849,301.524924538352,307.500269109553,"high",303.602048006925,0,"green","high","high","high",238.451403531161,"high",277.338994806463,"high","high",0,"high",103.454545454545,"low","medium",24839100
"red","low","low",0,NA,"high",371.433782404119,"high","high",403.28056751598,0,270.181818181818,533.545454545455,910,"green","medium","medium","medium","medium",101502.915482955,32.2818183898926,31.7545459053733,"blue",31.4280972914262,29.4850566170432,0.0116454547440464,0.014167272655124,NA,0.012667355296964,"medium",0,"low","low",0,0,"low",0.000109090908319393,"low","low","low","high",300.85453935103,"high",306.658583207564,"high","high","high","high",305.752569025213,"high","high",0,"high","high","high",294.476390491832,301.804895574396,307.365070689808,"high",302.741177645597,0,"green","high","high","high",282.273984042081,"high",290.19462446733,"high","high",0,"high",105.181818181818,"medium","medium",21891600
"red","low","low",0,NA,"high",379.081673362038,"high","high",414.48310990767,0,269.545454545455,NA,900,"green","medium","medium","medium","medium",101384.250710227,34.3114214810458,33.1732937205921,NA,NA,33.534177606756,0.0128027273511345,0.0152009089731357,NA,0.0141901623627002,"medium",0,"low","low",0,0,"low",0.0001181818204879,"low","low","low","high",301.060760498047,"high",307.029113769531,"high","high","high","high",NA,"high","high",0,"high","high","high",295.326316139915,NA,307.885722767223,"high",304.302321000533,0,"green","high","high","high",294.145163796165,"high",296.671467174183,"high","high",0,"high",104,"medium","medium",22756800
"red","low","low",0,NA,"high",380.799921209162,"high","high",407.025662508878,0,260,NA,733.636363636364,"green","medium","medium","medium","medium",101791.9296875,39.5272723111239,41.9272724498402,NA,47.2560379721902,40.8636360168457,0.0104063636707989,0.0133534276180647,NA,NA,"medium",0,"low","low",0.068181817673824,0.0399999997832558,"low",0.0140636364336718,"low","low","low","high",301.125887784091,"high",303.415818647905,"high","high","high","high",301.915108420632,"high","high",0,"high","high","high",295.781272194602,NA,304.921797318892,"high",296.823136763139,0,"green","high","high","high",274.264656760476,"high",272.771009965376,"high","high",0,"high",96.5454545454545,"low","low",18559800
"red","low","low",0,NA,"high",323.822387695312,"medium","medium",341.439120205966,NA,264.545454545455,NA,929.090909090909,"green","medium","medium","medium","medium",101499.401278409,21.8159250779585,18.0447064313022,"red",17.3707061247392,NA,0.00441041847013614,0.00675363635474985,NA,0.00737272727895867,"medium",0.0399999992752617,"low","low",0.0218181813305075,0.0290909087793394,"low",0.00561818182045086,"low","low","low","high",294.174593838778,"high",300.804473876953,"high","high","high","high",299.435990767045,"high","high",0,"high","high","high",291.04521040483,295.160716663707,301.302332097834,"high",297.261593905362,0,"green","high","high","high",244.555892944336,"high",267.837127685547,"high","high",0,"high",107.909090909091,"medium","medium",22473600
"red","low","low",0,NA,"medium",314.595952814276,"medium","high",364.976160222834,0,280,NA,930,"green","medium","medium","medium","medium",101216.447443182,13.9036113565618,14.9272742704912,"red",17.8598492362282,18.4727275154807,0.00476545455272902,0.00826181818477132,NA,0.00898090910843827,"medium",0,"low","low",0,0,"low",NA,"low","low","low","high",297.566592129794,"high",306.052010276101,"high","high","high","high",304.866907293146,"high","high",NA,"high","high","high",284.570789683949,299.163995916193,NA,"high",301.13437721946,0,"green","high","high","high",274.281058571555,"high",297.389337713068,"high","high",0,"high",111.090909090909,"medium","medium",26967300
"red","low","low",0,0,"medium",334.469862504439,"high","high",384.373471346768,0,270.181818181818,NA,905.454545454545,"green","medium","medium","medium","medium",101232.368607955,17.9272727966309,20.0090905969793,NA,26.785606210882,27.9909092296254,0.00663909091698852,0.0106463636356321,0.0126409089531411,0.011788181875917,"medium",0,"low","low",0.00363636355508458,0.000909090888771144,"low",0.000509090902183247,"low","low","low","high",297.59936246005,"high",305.221701882102,"high","high","high","high",303.563193581321,"high","high",0,"high","high","high",289.509635231712,298.823888605291,NA,"high",301.537811279297,0,"green","high","high","high",291.52963811701,"high",295.634918212891,"high","high",0,"high",107.545454545455,"medium","medium",22047900
