ca,datosECVmas16.prov,nomprov,gen,edad,nac,neduc,sitlab,ingnorm,horas,factorel
2,50,"Zaragoza",1,2,1,2,1,7672.2,27.73,856.1
2,50,"Zaragoza",2,2,1,2,3,7672,0,856.1
2,50,"Zaragoza",1,3,1,3,1,13073.1,31.61,115.8
2,50,"Zaragoza",2,3,1,3,1,26033.5,34.91,115.8
2,50,"Zaragoza",2,2,1,3,1,19349.2,30.08,545.8
2,50,"Zaragoza",1,2,1,3,1,47406.5,33.19,545.8
2,50,"Zaragoza",2,4,1,2,3,14844.5,0,441.6
2,50,"Zaragoza",1,4,1,2,3,12647.6,0,441.6
2,50,"Zaragoza",1,2,1,2,1,18681.1,32.62,1551.8
2,50,"Zaragoza",2,2,1,2,1,11925.2,34.96,1551.8
2,50,"Zaragoza",1,2,1,2,1,24973.8,32.55,531.6
2,50,"Zaragoza",2,2,1,3,1,16752,30.51,531.6
2,50,"Zaragoza",1,4,1,1,3,13449.2,0,1946.7
2,50,"Zaragoza",2,4,1,1,3,11685.2,0,1946.7
2,50,"Zaragoza",1,3,1,1,3,4042.4,0,1946.7
2,50,"Zaragoza",1,3,1,2,3,30687.3,0,804.9
2,50,"Zaragoza",2,4,1,1,3,5789.8,0,804.9
2,50,"Zaragoza",1,3,1,1,1,23453.9,36.42,1156.3
2,50,"Zaragoza",2,2,1,2,1,5641.4,33.64,1156.3
2,50,"Zaragoza",1,1,1,2,1,19071.6,36.13,1156.3
2,50,"Zaragoza",1,2,1,3,1,16825.1,33.94,622.4
2,50,"Zaragoza",2,2,1,3,1,24054.8,32.11,622.4
2,50,"Zaragoza",1,3,1,2,1,17848.1,34.49,978.8
2,50,"Zaragoza",2,3,1,2,3,13400.5,0,978.8
2,50,"Zaragoza",2,1,1,2,1,9494.8,37.87,978.8
2,50,"Zaragoza",2,1,1,2,1,15118.7,31.88,978.8
2,50,"Zaragoza",1,3,1,1,1,21085.4,34.06,992.2
2,50,"Zaragoza",2,2,1,2,1,6763.9,36.14,992.2
2,50,"Zaragoza",2,1,1,2,2,16165.8,0,992.2
2,50,"Zaragoza",1,1,1,2,1,33915.6,28.38,992.2
2,50,"Zaragoza",1,4,1,2,3,11523,0,1253.7
2,50,"Zaragoza",2,3,1,2,3,13562.4,0,1253.7
2,50,"Zaragoza",1,4,2,1,3,9259.2,0,1431.5
2,50,"Zaragoza",2,4,1,1,3,14063.4,0,1431.5
2,50,"Zaragoza",1,3,1,1,1,24492.1,29.45,1045
2,50,"Zaragoza",2,3,1,1,3,7291.1,0,1045
2,50,"Zaragoza",1,2,1,2,1,31330.9,31.81,1045
2,50,"Zaragoza",1,2,1,2,1,17439.8,32.95,756.9
2,50,"Zaragoza",2,2,1,2,2,19594.3,0,756.9
2,50,"Zaragoza",2,3,1,2,1,12439.6,34.71,80.3
2,50,"Zaragoza",1,2,1,3,1,28707.9,35.36,465.5
2,50,"Zaragoza",2,2,1,2,1,19160.4,35.64,465.5
2,50,"Zaragoza",1,1,2,2,3,17163.4,0,465.5
2,50,"Zaragoza",2,3,1,1,3,12589.5,0,329.1
2,50,"Zaragoza",1,3,1,1,3,8287.7,0,329.1
2,50,"Zaragoza",2,2,1,2,1,17036.8,35.57,329.1
2,50,"Zaragoza",1,2,1,2,1,18980.2,39.58,2669.9
2,50,"Zaragoza",2,2,1,2,1,14421.2,33.88,2669.9
2,50,"Zaragoza",2,3,1,3,3,12178.9,0,898.1
2,50,"Zaragoza",1,2,1,2,1,45761.4,33.87,898.1
2,50,"Zaragoza",1,2,1,2,3,13664,0,898.1
2,50,"Zaragoza",2,1,1,2,1,11927.2,29.91,898.1
2,50,"Zaragoza",1,2,1,2,1,6400.7,35.61,893.7
2,50,"Zaragoza",2,2,1,2,1,18087.9,28.27,893.7
2,50,"Zaragoza",1,2,1,2,1,5512.5,37.5,1418.7
2,50,"Zaragoza",2,2,1,2,3,20584.8,0,1418.7
2,50,"Zaragoza",2,4,1,3,3,26289.4,0,2055.3
2,50,"Zaragoza",1,2,1,2,1,10207.2,33.14,251.7
2,50,"Zaragoza",2,2,1,2,3,17885.6,0,251.7
2,50,"Zaragoza",1,4,1,1,3,6614.7,0,500.6
2,50,"Zaragoza",2,4,1,1,3,9949.7,0,500.6
2,50,"Zaragoza",2,3,1,1,3,8953.6,0,1887.8
2,50,"Zaragoza",2,2,1,2,1,7969.6,31.28,1887.8
2,50,"Zaragoza",1,1,1,2,3,18540.6,0,1887.8
2,50,"Zaragoza",1,2,1,2,1,14771.2,35.39,503.4
2,50,"Zaragoza",2,2,1,1,2,1272.4,0,503.4
2,50,"Zaragoza",2,1,1,2,3,37474.7,0,503.4
2,50,"Zaragoza",1,1,1,1,3,7793,0,503.4
2,50,"Zaragoza",1,4,1,1,3,6746,0,201.5
2,50,"Zaragoza",2,2,1,3,1,20241.7,33.14,472.5
2,50,"Zaragoza",2,2,1,2,1,8090.8,33.27,564.8
2,50,"Zaragoza",1,2,1,2,1,16322.5,26.98,564.8
2,50,"Zaragoza",1,3,1,2,1,25319.5,31.95,115.5
2,50,"Zaragoza",2,3,1,2,1,11506.1,31.57,115.5
2,50,"Zaragoza",2,2,1,2,1,11844.7,39.11,115.5
2,50,"Zaragoza",2,1,1,2,1,8103.1,36.76,115.5
2,50,"Zaragoza",2,4,1,1,3,12775.9,0,115.5
2,50,"Zaragoza",1,4,1,1,3,10698.9,0,115.5
2,50,"Zaragoza",2,4,1,1,3,12974.5,0,115.5
2,50,"Zaragoza",1,3,1,2,3,5007.6,0,175.9
2,50,"Zaragoza",2,3,1,2,3,10495.6,0,175.9
2,50,"Zaragoza",2,4,1,1,3,8730.4,0,175.9
2,50,"Zaragoza",1,1,1,3,1,21818,26.74,175.9
2,50,"Zaragoza",2,1,1,3,1,24842.4,32.69,175.9
2,50,"Zaragoza",1,3,1,1,1,16375.3,29.95,528.1
2,50,"Zaragoza",2,2,1,1,3,14828.7,0,528.1
2,50,"Zaragoza",2,1,1,2,1,19158.7,32.85,528.1
2,50,"Zaragoza",2,1,1,3,1,12834.9,34.51,528.1
2,50,"Zaragoza",1,3,1,1,3,6155.3,0,1173.1
2,50,"Zaragoza",2,3,1,1,1,8301.9,32.13,1173.1
2,50,"Zaragoza",1,3,1,2,1,17973,32.99,1389.5
2,50,"Zaragoza",2,3,1,2,3,7997.1,0,1389.5
2,50,"Zaragoza",1,1,1,2,2,26066.9,0,1389.5
2,50,"Zaragoza",1,2,1,2,1,9261.4,36,937
2,50,"Zaragoza",2,2,1,2,1,35806.1,36.45,937
2,50,"Zaragoza",1,3,1,2,1,7675.9,32.51,1204.6
2,50,"Zaragoza",2,3,1,2,3,21276.7,0,1204.6
2,50,"Zaragoza",1,2,1,2,1,24005.1,34.48,1204.6
2,50,"Zaragoza",1,2,1,2,1,16232.1,33.16,340
2,50,"Zaragoza",1,1,1,2,3,12752,0,340
2,50,"Zaragoza",1,1,1,2,3,15624.9,0,340
2,50,"Zaragoza",1,4,1,1,3,7417.7,0,1335.4
2,50,"Zaragoza",2,4,1,1,3,12118.6,0,1335.4
2,50,"Zaragoza",1,2,1,2,1,15794,36.8,1183.7
2,50,"Zaragoza",2,2,1,1,1,5775,30.83,1183.7
2,50,"Zaragoza",1,2,1,2,1,10294.5,34.55,2163
2,50,"Zaragoza",2,2,1,2,1,15694.7,32.07,2163
2,50,"Zaragoza",1,2,1,2,1,42086,33.46,89
2,50,"Zaragoza",2,2,1,2,1,7615.6,33.59,89
2,50,"Zaragoza",1,3,1,2,1,11481.8,32.63,416.2
2,50,"Zaragoza",2,3,1,1,3,1719.4,0,416.2
2,50,"Zaragoza",1,2,1,2,1,6767.9,29.04,355.6
2,50,"Zaragoza",2,2,1,2,1,22716.1,36.29,355.6
2,50,"Zaragoza",1,1,1,3,3,14495.4,0,355.6
2,50,"Zaragoza",1,3,1,3,3,28673.6,0,240
2,50,"Zaragoza",2,3,1,2,1,27249.5,30.84,240
2,50,"Zaragoza",2,2,1,3,3,38725.4,0,240
2,50,"Zaragoza",1,2,1,2,1,18538.1,29.63,240
2,50,"Zaragoza",1,3,1,2,1,32123.6,33.34,1943.7
2,50,"Zaragoza",2,2,1,2,1,6716.5,25.65,1943.7
2,50,"Zaragoza",2,1,1,2,3,12516.8,0,1943.7
2,50,"Zaragoza",1,3,1,1,3,7931.9,0,1013.1
2,50,"Zaragoza",2,3,1,1,3,31211.8,0,1013.1
2,50,"Zaragoza",1,4,1,1,3,8248,0,1013.1
2,50,"Zaragoza",1,4,1,1,3,11352.3,0,1361.6
2,50,"Zaragoza",1,2,1,2,1,28554.7,33.07,632.9
2,50,"Zaragoza",2,2,1,2,3,25281,0,632.9
2,50,"Zaragoza",2,1,1,2,1,17411.1,34.69,632.9
2,50,"Zaragoza",1,3,1,2,3,20513.7,0,399.4
2,50,"Zaragoza",2,3,1,1,3,16597.3,0,399.4
2,50,"Zaragoza",2,1,1,2,3,3244.6,0,399.4
2,50,"Zaragoza",2,4,1,3,3,12065.6,0,621
2,50,"Zaragoza",2,2,1,2,1,10612.8,29.73,1068.7
2,50,"Zaragoza",1,2,1,2,1,8926.6,35.44,1068.7
2,50,"Zaragoza",1,2,1,2,1,21295.8,34.86,566.8
2,50,"Zaragoza",2,2,1,3,1,22959,34.79,566.8
2,50,"Zaragoza",1,1,1,2,3,9753.4,0,566.8
2,50,"Zaragoza",1,2,1,1,1,5935.9,31.78,796.9
2,50,"Zaragoza",2,2,1,1,1,12007.3,32.46,796.9
2,50,"Zaragoza",1,1,2,1,3,-47.5,0,796.9
2,50,"Zaragoza",1,4,1,2,3,5845.7,0,1431.5
2,50,"Zaragoza",2,4,1,1,3,23265.2,0,1431.5
2,50,"Zaragoza",2,4,1,1,3,17400.5,0,755.4
2,50,"Zaragoza",2,2,1,2,1,14925.6,32.84,620.8
2,50,"Zaragoza",1,4,1,1,3,12440.7,0,676.1
2,50,"Zaragoza",2,4,1,1,3,12665.7,0,676.1
2,50,"Zaragoza",1,4,1,1,3,13764.8,0,676.1
2,50,"Zaragoza",1,2,1,3,1,18198.2,33.6,730.1
2,50,"Zaragoza",2,2,1,3,1,21161.9,25.82,730.1
2,50,"Zaragoza",2,1,1,2,3,10974.3,0,730.1
2,50,"Zaragoza",2,1,1,2,3,17216.2,0,730.1
2,50,"Zaragoza",2,3,1,2,1,5153.3,35.18,174.4
2,50,"Zaragoza",1,3,1,1,3,16388.5,0,174.4
2,50,"Zaragoza",1,2,1,2,1,26592.8,35.07,701.9
2,50,"Zaragoza",2,2,1,2,3,8313.5,0,701.9
2,50,"Zaragoza",1,2,1,2,1,11014.6,33.8,742.8
2,50,"Zaragoza",2,2,1,2,3,12513.1,0,742.8
2,50,"Zaragoza",1,4,1,1,3,23947.9,0,1363.5
2,50,"Zaragoza",2,4,1,1,3,19630,0,1363.5
2,50,"Zaragoza",1,4,1,2,3,18431.6,0,1363.5
2,50,"Zaragoza",2,2,1,3,1,48116.4,34.93,607.7
2,50,"Zaragoza",1,2,2,2,1,13115.8,39.98,607.7
2,50,"Zaragoza",1,2,1,3,1,18476.4,34.9,702.9
2,50,"Zaragoza",2,2,1,3,1,16860.3,30.66,702.9
2,50,"Zaragoza",1,4,1,1,3,13243.9,0,698.5
2,50,"Zaragoza",2,3,1,1,3,28532.9,0,698.5
2,50,"Zaragoza",2,4,1,1,3,14128.6,0,813.9
2,50,"Zaragoza",1,3,1,2,3,6688.3,0,1265.6
2,50,"Zaragoza",2,3,1,2,3,6055.1,0,1265.6
2,50,"Zaragoza",1,2,1,2,1,23320.9,34.13,1265.6
2,50,"Zaragoza",2,2,1,2,1,13330.6,36.2,1265.6
2,50,"Zaragoza",1,3,1,1,3,4164,0,466.8
2,50,"Zaragoza",2,3,1,1,1,6697,36.55,466.8
2,50,"Zaragoza",1,2,1,2,1,8219.5,33.4,426
2,50,"Zaragoza",2,2,1,2,2,13698.9,0,426
2,50,"Zaragoza",1,1,1,2,1,20247.4,33.29,426
2,50,"Zaragoza",1,4,1,1,3,22194.4,0,500.6
2,50,"Zaragoza",2,4,1,1,3,7135.8,0,500.6
2,50,"Zaragoza",1,4,1,1,3,6114.6,0,570
2,50,"Zaragoza",2,4,1,1,3,11383.1,0,570
2,50,"Zaragoza",1,3,1,1,1,35845.7,35.32,303.5
2,50,"Zaragoza",1,2,1,2,1,6299.8,33.98,148.4
2,50,"Zaragoza",2,2,1,3,1,28034.3,35.01,148.4
2,50,"Zaragoza",1,1,1,2,1,19578.6,28.35,148.4
2,50,"Zaragoza",2,4,1,1,3,15755.1,0,588.6
2,50,"Zaragoza",1,4,1,1,3,2326.5,0,588.6
2,50,"Zaragoza",1,2,1,2,1,12326.1,36.49,5597.6
2,50,"Zaragoza",1,2,1,1,1,19653.8,32.87,808
2,50,"Zaragoza",2,2,1,3,3,23408.9,0,808
2,50,"Zaragoza",2,4,1,1,3,12791,0,441.6
2,50,"Zaragoza",1,4,1,1,3,4104,0,441.6
2,50,"Zaragoza",1,3,1,1,3,10109.3,0,1366.5
2,50,"Zaragoza",2,3,1,1,3,11805.6,0,1366.5
2,50,"Zaragoza",2,2,1,3,1,9022.9,32.97,1366.5
2,50,"Zaragoza",2,4,1,1,3,6180.2,0,475.8
2,50,"Zaragoza",1,4,1,1,3,11208.1,0,475.8
2,50,"Zaragoza",1,4,1,1,3,7062.6,0,301.6
2,50,"Zaragoza",1,4,1,2,3,4630.3,0,731.4
2,50,"Zaragoza",2,4,1,1,3,4896,0,731.4
2,50,"Zaragoza",1,3,1,1,1,22456.9,34.81,470.5
2,50,"Zaragoza",2,3,1,1,3,14670.6,0,470.5
2,50,"Zaragoza",2,1,1,2,3,12508.8,0,470.5
2,50,"Zaragoza",2,2,1,2,3,22564.6,0,234.5
2,50,"Zaragoza",1,2,1,2,1,38501.1,38.92,234.5
2,50,"Zaragoza",1,1,1,2,3,16840.8,0,234.5
2,50,"Zaragoza",2,4,1,1,3,10331.1,0,234.5
2,50,"Zaragoza",2,2,1,2,1,14953.3,31.53,447.4
2,50,"Zaragoza",1,2,1,2,1,11085.6,32.84,447.4
2,50,"Zaragoza",2,1,1,2,1,10475.1,29.55,447.4
2,50,"Zaragoza",1,2,1,2,1,30557.7,31.03,683.5
2,50,"Zaragoza",1,2,1,2,1,11585.8,34.64,3547.6
2,50,"Zaragoza",1,2,1,2,1,10712,36.9,504
2,50,"Zaragoza",2,2,1,2,2,11625.6,0,504
2,50,"Zaragoza",1,2,1,2,1,11366.6,33.46,1293.4
2,50,"Zaragoza",2,2,1,2,3,2815.9,0,1293.4
2,50,"Zaragoza",2,1,2,2,3,11244.6,0,1293.4
2,50,"Zaragoza",1,2,1,3,1,12879.9,37.16,1841
2,50,"Zaragoza",2,2,1,2,1,19474.2,35.76,1841
2,50,"Zaragoza",1,4,1,1,3,11668.6,0,500.6
2,50,"Zaragoza",2,4,1,1,3,18158.1,0,500.6
2,50,"Zaragoza",2,4,1,1,3,8943.9,0,1188.4
2,50,"Zaragoza",1,3,1,2,1,14791.4,41.13,459.2
2,50,"Zaragoza",2,2,1,1,1,9817.1,39.38,459.2
2,50,"Zaragoza",2,1,1,2,3,2609.9,0,459.2
2,50,"Zaragoza",1,2,1,1,1,1262.6,36.02,625.7
2,50,"Zaragoza",2,2,1,3,1,22686.1,32.12,625.7
2,50,"Zaragoza",1,2,1,2,1,13033.8,36.16,1456.9
2,50,"Zaragoza",2,2,1,2,3,19086.2,0,1456.9
2,50,"Zaragoza",1,2,1,2,2,9826.9,0,1456.9
2,50,"Zaragoza",1,2,1,3,1,23297,40,847.5
2,50,"Zaragoza",2,2,1,3,1,19216.2,32.55,847.5
2,50,"Zaragoza",1,3,1,3,1,28354.5,35.6,483.8
2,50,"Zaragoza",2,2,1,3,1,5175.3,37.8,483.8
2,50,"Zaragoza",2,2,1,2,3,18953.6,0,774.8
2,50,"Zaragoza",1,2,1,2,1,25225.7,32.72,774.8
2,50,"Zaragoza",1,4,1,1,3,17507.6,0,527.9
2,50,"Zaragoza",1,4,1,1,3,9730.8,0,967.3
2,50,"Zaragoza",2,4,1,1,3,7615.1,0,967.3
2,50,"Zaragoza",1,2,1,1,1,5379.2,37.31,967.3
2,50,"Zaragoza",1,2,1,2,1,5443,34.84,1183.7
2,50,"Zaragoza",2,2,1,2,3,3333.5,0,1183.7
2,50,"Zaragoza",1,3,1,1,1,22776.4,35.63,615.4
2,50,"Zaragoza",2,3,1,1,3,5456.3,0,615.4
2,50,"Zaragoza",1,2,1,2,1,22933.3,32.44,1078.2
2,50,"Zaragoza",2,2,1,2,1,14295,36.42,1078.2
2,50,"Zaragoza",1,3,1,2,1,22468.2,35.53,565.7
2,50,"Zaragoza",2,3,2,2,1,40861.6,34.47,565.7
2,50,"Zaragoza",2,1,2,2,3,17979.9,0,565.7
2,50,"Zaragoza",2,1,2,2,3,15716.6,0,565.7
2,50,"Zaragoza",1,3,1,3,1,13899.8,31.16,285.1
2,50,"Zaragoza",2,3,1,2,3,20986.5,0,285.1
2,50,"Zaragoza",1,1,1,2,3,21407.8,0,285.1
2,50,"Zaragoza",1,4,1,1,3,12077.1,0,704.8
2,50,"Zaragoza",2,3,1,1,3,10158.2,0,704.8
2,50,"Zaragoza",2,2,1,2,1,2142.4,37.15,704.8
2,50,"Zaragoza",1,4,1,1,3,9805,0,704.8
2,50,"Zaragoza",1,2,2,3,1,27173.2,32.35,110.4
2,50,"Zaragoza",2,2,1,3,1,17639.7,31.47,110.4
2,50,"Zaragoza",2,2,2,2,3,22888.1,0,699.3
2,50,"Zaragoza",1,2,1,2,1,11065.9,32.45,699.3
2,50,"Zaragoza",1,4,1,1,3,5551,0,475.8
2,50,"Zaragoza",2,4,1,3,3,11740.8,0,475.8
2,50,"Zaragoza",2,2,1,1,3,8082.5,0,790.7
2,50,"Zaragoza",1,2,1,1,1,9804,33.29,790.7
2,50,"Zaragoza",2,1,1,2,3,5713.6,0,790.7
2,50,"Zaragoza",1,2,1,2,1,19477.3,35.94,438.7
2,50,"Zaragoza",2,2,1,2,3,10202.9,0,438.7
2,50,"Zaragoza",1,2,1,2,1,10303.8,37.06,688.9
2,50,"Zaragoza",2,2,2,2,3,9666.5,0,688.9
2,50,"Zaragoza",1,3,1,2,1,13881,30.43,282.6
2,50,"Zaragoza",2,3,1,2,1,17767.3,36.64,282.6
2,50,"Zaragoza",1,2,1,2,1,14431.6,33.1,958.9
2,50,"Zaragoza",2,2,1,3,1,10662.5,29.8,958.9
2,50,"Zaragoza",1,2,1,1,1,10149.5,32.42,892.3
2,50,"Zaragoza",2,2,2,1,3,15395.8,0,892.3
2,50,"Zaragoza",2,1,2,2,1,23845.9,36.04,892.3
2,50,"Zaragoza",1,2,1,2,1,12748.9,35.63,324.8
2,50,"Zaragoza",1,2,1,2,1,11230.3,39.63,420.1
2,50,"Zaragoza",2,2,1,2,3,7795.7,0,420.1
2,50,"Zaragoza",2,1,1,3,1,44352.7,37.87,420.1
2,50,"Zaragoza",2,1,1,2,1,8198.4,35.77,420.1
2,50,"Zaragoza",1,2,1,2,1,14974,29.57,814.5
2,50,"Zaragoza",2,2,1,3,1,42652.5,32.65,814.5
2,50,"Zaragoza",1,2,1,3,1,19268.7,35.01,1841
2,50,"Zaragoza",2,2,1,3,1,22155.6,28.52,1841
2,50,"Zaragoza",1,2,1,2,1,14290.5,30.5,259.5
2,50,"Zaragoza",2,2,1,2,1,9755,33.82,259.5
2,50,"Zaragoza",1,1,1,2,3,12916.6,0,259.5
2,50,"Zaragoza",1,4,1,3,3,28629.2,0,343.1
2,50,"Zaragoza",1,3,1,2,3,35206,0,596.2
2,50,"Zaragoza",2,4,1,2,3,2469.2,0,596.2
2,50,"Zaragoza",1,2,1,2,1,19138.1,33.03,498.9
2,50,"Zaragoza",2,2,1,2,3,19993,0,498.9
2,50,"Zaragoza",1,4,1,1,3,6373,0,568.2
2,50,"Zaragoza",2,3,1,1,3,9366.2,0,568.2
2,50,"Zaragoza",1,2,1,2,1,11458.7,34.28,568.2
2,50,"Zaragoza",1,1,1,2,3,11559,0,568.2
2,50,"Zaragoza",1,2,1,2,1,28237.2,34.15,688.9
2,50,"Zaragoza",2,2,1,2,1,18668.4,29.12,688.9
2,50,"Zaragoza",2,2,1,2,3,15896.1,0,1066.3
2,50,"Zaragoza",1,2,1,2,1,20555.5,37.02,1066.3
2,50,"Zaragoza",2,3,1,1,3,19987.6,0,328
2,50,"Zaragoza",2,2,1,3,1,14152.6,34.6,741.5
2,50,"Zaragoza",1,3,1,1,1,15412.1,27.63,328
2,50,"Zaragoza",1,3,1,1,3,3829.5,0,536.6
2,50,"Zaragoza",2,4,1,1,3,1197.8,0,536.6
2,50,"Zaragoza",2,4,1,1,3,5369.5,0,1268.5
2,50,"Zaragoza",1,4,1,1,3,16245.5,0,1268.5
2,50,"Zaragoza",2,4,1,1,3,22748.3,0,1268.5
2,50,"Zaragoza",1,4,1,1,3,5526.9,0,570
2,50,"Zaragoza",2,4,1,1,3,8205.7,0,570
2,50,"Zaragoza",2,4,1,3,3,16942.6,0,911.9
2,50,"Zaragoza",1,4,1,2,3,10263.9,0,911.9
2,50,"Zaragoza",1,2,1,2,3,2527.4,0,1044.5
2,50,"Zaragoza",2,3,1,1,3,12146.1,0,1044.5
2,50,"Zaragoza",2,1,1,3,1,22368.5,31.58,1044.5
2,50,"Zaragoza",2,4,1,1,3,9277.2,0,1044.5
2,50,"Zaragoza",2,3,1,2,3,13149.7,0,757.8
2,50,"Zaragoza",1,3,1,2,1,20909.2,37.42,757.8
2,50,"Zaragoza",1,3,2,1,3,18316.2,0,1334.9
2,50,"Zaragoza",2,3,1,1,3,6209.7,0,1334.9
2,50,"Zaragoza",1,1,1,2,3,13330.9,0,1334.9
2,50,"Zaragoza",1,2,1,1,3,15141.8,0,1334.9
2,50,"Zaragoza",2,4,1,1,3,10030.7,0,813.9
2,50,"Zaragoza",1,3,1,2,3,22274.8,0,508.8
2,50,"Zaragoza",2,3,1,2,3,8931.7,0,508.8
2,50,"Zaragoza",1,4,1,1,3,8696.6,0,819.8
2,50,"Zaragoza",2,4,1,1,3,2886.3,0,819.8
2,50,"Zaragoza",2,2,1,3,1,19194.6,32.27,819.8
2,50,"Zaragoza",2,2,1,3,1,20762.4,34.37,618.8
2,50,"Zaragoza",2,4,1,1,3,13445.6,0,618.8
2,50,"Zaragoza",1,3,1,2,3,17864.7,0,863.1
2,50,"Zaragoza",2,3,1,2,3,15349.9,0,863.1
2,50,"Zaragoza",1,2,1,2,1,6830.1,35.38,863.1
2,50,"Zaragoza",1,2,1,2,1,18015.2,33.02,863.1
2,50,"Zaragoza",2,2,1,1,3,12672.2,0,926.6
2,50,"Zaragoza",1,1,1,1,1,13866.1,35.64,926.6
2,50,"Zaragoza",1,1,1,1,1,6154,34.15,926.6
2,50,"Zaragoza",2,4,1,1,3,10370.3,0,926.6
2,50,"Zaragoza",1,4,1,1,3,15612.5,0,1579.1
2,50,"Zaragoza",2,3,1,2,3,12427.7,0,1579.1
2,50,"Zaragoza",1,2,1,2,1,17821.3,33.77,504.9
2,50,"Zaragoza",2,2,1,2,3,5567.5,0,504.9
2,50,"Zaragoza",1,3,1,3,1,35607.4,32.55,579.2
2,50,"Zaragoza",2,3,1,3,1,34282.8,30.65,579.2
2,50,"Zaragoza",1,1,1,2,3,12842.5,0,579.2
2,50,"Zaragoza",1,3,1,2,1,35091.6,34.24,382.2
2,50,"Zaragoza",2,2,1,2,1,32965.9,32.68,382.2
2,50,"Zaragoza",1,1,1,2,1,16622.9,33.62,382.2
2,50,"Zaragoza",1,2,1,1,1,10035,36.29,683.5
2,50,"Zaragoza",2,2,1,1,1,20217.4,33.15,683.5
2,50,"Zaragoza",1,2,1,3,1,11460.3,33.8,622.4
2,50,"Zaragoza",2,2,1,3,1,10232.6,35.33,622.4
2,50,"Zaragoza",1,4,1,1,3,10338.3,0,2488.4
2,50,"Zaragoza",2,3,1,2,3,11240.8,0,2488.4
2,50,"Zaragoza",1,4,2,1,3,33220.1,0,674.5
2,50,"Zaragoza",2,4,1,1,3,10947.9,0,674.5
2,50,"Zaragoza",1,4,2,1,3,15244.4,0,674.5
2,50,"Zaragoza",2,4,2,1,3,10272.7,0,1448.2
2,50,"Zaragoza",1,2,2,3,1,24151.6,32.98,649
2,50,"Zaragoza",2,2,1,3,1,16706.7,32.57,649
2,50,"Zaragoza",1,1,1,2,3,21937.6,0,649
2,50,"Zaragoza",1,2,1,2,1,11112.2,34.74,571
2,50,"Zaragoza",2,4,1,1,3,10539,0,1235.8
2,50,"Zaragoza",2,3,1,2,3,33340.2,0,1235.8
2,50,"Zaragoza",2,4,1,1,3,13481.3,0,1748.9
2,50,"Zaragoza",1,4,1,1,3,13174.6,0,1748.9
2,50,"Zaragoza",1,2,1,1,1,8222,31.14,1748.9
2,50,"Zaragoza",1,2,1,1,1,10496.6,38.02,1748.9
2,50,"Zaragoza",2,2,1,2,1,5767.4,33.07,2791.9
2,50,"Zaragoza",1,2,1,2,1,10867.2,33.92,2791.9
2,50,"Zaragoza",1,4,1,2,3,20536.7,0,635.7
2,50,"Zaragoza",2,3,1,1,3,13856.7,0,635.7
2,50,"Zaragoza",1,2,1,2,1,8500.8,36.47,877.5
2,50,"Zaragoza",2,2,1,2,1,11450.5,30.13,877.5
2,50,"Zaragoza",1,2,1,2,1,11232.5,38.19,684.8
2,50,"Zaragoza",2,2,1,2,1,31700.4,30.87,684.8
2,50,"Zaragoza",1,2,1,2,1,13415.3,30.75,482.5
2,50,"Zaragoza",2,2,1,2,3,6155.4,0,482.5
2,50,"Zaragoza",1,2,1,2,1,17241.8,28.18,533.4
2,50,"Zaragoza",2,2,1,2,3,17394.9,0,533.4
2,50,"Zaragoza",1,2,1,3,1,8369.3,39.53,852.3
2,50,"Zaragoza",2,2,1,3,1,19622.8,40.1,852.3
2,50,"Zaragoza",2,2,1,2,3,13248.8,0,1031.1
2,50,"Zaragoza",1,2,1,2,1,34460.4,32.85,1031.1
2,50,"Zaragoza",1,4,1,1,3,8451.9,0,676.5
2,50,"Zaragoza",2,4,1,1,3,10578.5,0,676.5
2,50,"Zaragoza",1,4,1,1,3,10645.3,0,502.5
2,50,"Zaragoza",2,4,1,1,3,18004.3,0,502.5
2,50,"Zaragoza",2,2,1,3,1,11188.2,36.47,1031.1
2,50,"Zaragoza",1,3,1,3,3,12939.5,0,283
2,50,"Zaragoza",2,3,1,2,3,9198.5,0,283
2,50,"Zaragoza",1,3,1,3,1,14904.2,35.58,535.4
2,50,"Zaragoza",2,3,1,2,3,18396.5,0,535.4
2,50,"Zaragoza",2,1,1,3,1,32630.2,35.41,535.4
2,50,"Zaragoza",2,1,1,2,3,8485.9,0,535.4
2,50,"Zaragoza",1,4,1,3,3,20049.3,0,196.6
2,50,"Zaragoza",1,4,1,2,3,9784.9,0,928.1
2,50,"Zaragoza",2,4,1,1,3,10965.4,0,928.1
2,50,"Zaragoza",1,3,2,2,3,22387,0,2042.1
2,50,"Zaragoza",2,2,1,2,1,16423.6,34.31,2042.1
2,50,"Zaragoza",2,2,1,3,1,33412.5,33.68,2042.1
2,50,"Zaragoza",1,2,1,3,1,48709.9,39.92,2042.1
2,50,"Zaragoza",2,2,1,2,1,17694.1,32.09,3455
2,50,"Zaragoza",1,2,1,3,1,14292.9,34.04,3455
2,50,"Zaragoza",1,4,1,3,3,20125.3,0,370.9
2,50,"Zaragoza",2,3,1,3,1,27010.5,32.44,319.6
2,50,"Zaragoza",1,4,1,3,3,23454.6,0,319.6
2,50,"Zaragoza",1,4,1,1,3,14066.7,0,1023
2,50,"Zaragoza",2,3,1,1,3,5686.5,0,1023
2,50,"Zaragoza",1,2,1,1,1,13711.9,35.43,1023
2,50,"Zaragoza",2,4,1,2,3,10470.1,0,1206
